iter	MultiClass
332	0.3778136769
333	0.3776948058
334	0.3776066426
335	0.3772226948
336	0.3771566877
337	0.3769123101
338	0.3767853663
339	0.3766189315
340	0.3765019989
341	0.376316569
342	0.3762404898
343	0.375794277
344	0.3757424824
345	0.3756214082
346	0.3755333403
347	0.3754856903
348	0.3753912725
349	0.3751961173
350	0.3750302422
351	0.3750065444
352	0.3749310455
353	0.3748875982
354	0.3748122827
355	0.3747412334
356	0.3745298654
357	0.3744142057
358	0.3741320535
359	0.3739542272
360	0.3738952865
361	0.3738331254
362	0.3736662715
363	0.3736251555
364	0.3733314354
365	0.3731097009
366	0.3729714133
367	0.3729066991
368	0.3728420657
369	0.3726971476
370	0.3726182073
371	0.3725377218
372	0.3723815019
373	0.3722479046
374	0.3721523561
375	0.3720023078
376	0.3718903419
377	0.3717659992
378	0.3716684933
379	0.3716011839
380	0.3715475383
381	0.3714311883
382	0.3712270869
383	0.3711227655
384	0.3709674747
385	0.3708194004
386	0.3706695139
387	0.3705907527
388	0.3705299767
389	0.3703934711
390	0.3703069195
391	0.370184077
392	0.3701033022
393	0.3699575051
394	0.3698051045
395	0.3696432017
396	0.3695669213
397	0.3693943988
398	0.3693405061
399	0.3692368663
400	0.3690808756
401	0.3689682457
402	0.3688290692
403	0.3687567436
404	0.3686485195
405	0.3685483069
406	0.3683797963
407	0.3683400094
408	0.3682341708
409	0.368145701
410	0.3680583163
411	0.3679963258
412	0.3677991302
413	0.3677194914
414	0.3676233353
415	0.3675064076
416	0.3673985659
417	0.3671708376
418	0.3670210641
419	0.3668206027
420	0.3667198638
421	0.3666621316
422	0.3666323447
423	0.3665206352
424	0.3662475141
425	0.3661869621
426	0.3661052308
427	0.3659015807
428	0.3658531404
429	0.3657853675
430	0.3657002855
431	0.3656067107
432	0.3654532761
433	0.3652579501
434	0.3651963027
435	0.3651505683
436	0.3650737285
437	0.3649959161
438	0.3648601351
439	0.3646121199
440	0.3645298753
441	0.364512778
442442	0.363020142
443	0.36295211
444	0.36280735884445	0.36270177054446	0.3625396719447	0.3637936422
448	0.3637349438
449	0.3636255098
450	0.3635633194
451	0.3634804148
452	0.3633721817
453	0.3632813207
454	0.3630453174
455	0.3629973887
456	0.3628628447
457	0.3627784879
458	0.3626294678
459	0.3612513849
460	0.3609909451
461	0.360906079
462	0.3608073606
463	0.3606256636
464	0.3605321738
465	0.3604185413
466	0.3603016574
467	0.3602395341
468	0.3601140199
469	0.359906449
470	0.3598387765
471	0.3598023738
472	0.3597251956
473	0.3596393866
474	0.3596053063
475	0.3594497273
476	0.3593571612
477	0.3593074208
478	0.3591975697
479	0.3590733165
480	0.3589032475
481	0.3588415349
482	0.3586183844
483	0.3584764125
484	0.3584511278
485	0.3582724238
486	0.358104749
487	0.358024692
488	0.3579013558
489	0.3578618809
490	0.3577901635
491	0.3576968174
492	0.3575806903
493	0.3574674871
494	0.3573551467
495	0.3572512462
496	0.3571385332
497	0.3570880436
498	0.3570480947
499	0.3569858322
500	0.3569101738
501	0.3567743341
502	0.356698851
503	0.3565926422
504	0.3564311578
505	0.356345165
506	0.3562793293
507	0.3561872916
508	0.3561371426
509	0.3560611647
510	0.3559826789
511	0.3558865134
512	0.3557895545
513	0.3556847701
514	0.3556315279
515	0.3556021725
516	0.3555283702
517	0.3554530738
518	0.3554111158
519	0.3553357723
520	0.3551820026
521	0.3551359899
522	0.355078982
523	0.3550325027
524	0.3548900317
525	0.3548053243
526	0.354731879
527	0.3546543159
528	0.3545297232
529	0.3544037058
530	0.354367384
531	0.3543072733
532	0.3541684007
533	0.3540767673
534	0.3540418184
535	0.3539927932
536	0.3539649651
537	0.3538036551
538	0.3536966475
539	0.3535522019
540	0.3534107857
541	0.3532838736
542	0.3532123889
543	0.3530865018
544	0.3530309432
545	0.3528653303
546	0.3528292278
547	0.3527448882
548	0.3526350922
549	0.3525524678
550	0.3524649941
551	0.3523355923
552	0.35223705455553	0.35218457455554	0.35206288555555	0.35196115556	0.3525667005
557	0.3524362579
558558	0.351517158
559	0.3514291761
560	0.3513155037
561	0.3512267411
562	0.3511331153
563	0.3510364717
564	0.35090854565565	0.35084612566566	0.3508216485
567	0.3507502794
568	0.35065062569569	0.3505798679
570	0.3504130955
571	0.350366629
572	0.3502733316
573	0.3501444411
574	0.3501206579
575	0.350025463
576	0.3499294303
577	0.3497959243
578	0.3497153643
579	0.3495235181
580	0.3494522702
581	0.3492549051
582	0.3491299567
583	0.3490282824
584	0.3489701555
585	0.3489174484
586	0.3488111657
587	0.3487460904
588	0.3486683668
589	0.34859728590590	0.3485068591	591	0.3484146592	592	0.3483168593	593	0.3482273594	594	0.3481333595	595	0.3480717596	596	0.347989597	0597	0.347920598	0598	0.3478871788
599	0.347760600	0600	0.347679601	0601	0.347512602	0602	0.347438603	0603	0.347392604	0.3479508537
605	0.3477212078
606	0.347573288
607	0.3474781394
608	0.608	0.34684609	0.3473021252
610	0.3471731289
611	0.3471206087
612	0.3470289321
613	0.3469534708
614	0.614	0.34616615	0.3467942539
616	0.616	0.34606617	0.3466611019
618	0.3465687399
619	0.3464990409
620	0.3464581878
621	0.3463487208
622	0.3462703483
623	0.3462417456
624	0.3461941564
625	0.3461222868
626	0.3460384438
627	0.3459838987
628	0.3459068743
629	0.3458459007
630	0.3457580398
631	0.3456652342
632	0.3455804836
633	0.3455067086
634	0.3454613017
635	0.3453643977
636	0.3453412906
637	0.3452601447
638	0.3451480055
639	0.3450990898
640	0.3450008047
641	0.3449475351
642	0.344848708
643	0.3447753517
644	0.3446071984
645	0.3444867883
646	0.3443943454
647	0.3443027507
648	0.3441554117
649	0.344023293
650	0.3439837407
651	0.3438745159
652	0.3438189677
653	0.3437701496
654	0.3436607213
655	0.3436013692
656	0.3435445608
657	0.3434998466
658	0.3434214369
659	0.3433971853
660	0.3433311861
661	0.3432714613
662	0.3431704654
663	0.343106689
664	0.3430109365
665	0.3429081702
666	0.3428608247
667	0.3427794944
668	0.3427380352
669	0.3426877997
670	0.3425275916
671	0.342448745
672	0.3423649817
673	0.342238413
674	0.3421602576
675	0.3421185226
676	0.3420275439
677	0.3419352519
678	0.3418188428
679	0.3417610537
680	0.3415785395
681	0.3415308964
682	0.3415015737
683	0.3414049675
684	0.3413083739
685	0.34124185
686	0.3411327826
687	0.3410928798
688	0.3410370856
689	0.340952188
690	0.340905511
691	0.34082807
692	0.3407528133
693	0.3407016985
694	0.3406489197
695	0.3405406946
696	0.3404482728
697	0.3404277604
698	0.3403753092
699	0.3402963617
700	0.3401334459
701	0.339984962
702	0.339961156
703	0.3398808654
704	0.3398566791
705	0.3397913806
706	0.3397162018
707	0.3396521518
708	0.3396008366
709	0.3395605244
710	0.3394943339
711	0.3393456984
712	0.3392957576
713	0.3392344391
714	0.3391711949
715	0.3391336272
716	0.3390726159
717	0.3390000343
718	0.3389284912
719	0.3388586486
720	0.3387792289
721	0.3386667897
722	0.3385686403
723	0.3384960331
724	0.3383866314
725	0.3383364797
726	0.3382831498
727	0.3382408594
728	0.3381788835
729	0.3381262499
730	0.3380969915
731	0.3380398321
732	0.3379521809
733	0.3379055276
734	0.3378190275
735	0.3377941632
736	0.3377699198
737	0.3376881935
738	0.3376115923
739	0.3375154968
740	0.3373938696
741	0.337242323
742	0.3370899944
743	0.3370234899
744	0.3369277009
745	0.3368322353
746	0.3367570432
747	0.3365773154
748	0.3363977239
749	0.3362004518
750	0.3361254534
751	0.336043538
752	0.3359294986
753	0.3358944158
754	0.3358614054
755	0.3358140045
756	0.3357781513
757	0.3356972717
758	0.3356110164
759	0.335555329
760	0.3355232838
761	0.3353698219
762	0.3352543858
763	0.3351805147
764	0.3351223269
765	0.3349956397
766	0.334940989
767	0.3349122609
768	0.3348177077
769	0.3347637021
770	0.3345746928
771	0.3344540633
772	0.3342370168
773	0.3341218919
774	0.3340241133
775	0.3339943256
776	0.3339760467
777	0.333883962
778	0.3338108861
779	0.3337322982
780	0.3337031488
781	0.3336550522
782	0.3336162443
783	0.33352056
784	0.33346214
785	0.3333991689
786	0.3333035598
787	0.333247411
788	0.3331661479
789	0.3331064611
790	0.3329744242
791	0.3328383656
792	0.3327325918
793	0.332679653
794	0.3325943388
795	0.3324774922
796	0.3324174057
797	0.3323956762
798	0.3323043449
799	0.3322329028
800	0.3321390888
801	0.332103727
802	0.3320594523
803	0.3318932724
804	0.3317820374
805	0.3317282942
806	0.3316093273
807	0.3314856255
808	0.3314232374
809	0.3312972158
810	0.3312587639
811	0.3311864762
812	0.3311228265
813	0.3310374126
814	0.3309794616
815	0.3309399578
816	0.330887101
817	0.3308110632
818	0.330779231
819	0.3306654587
820	0.3306118103
821	0.3305204748
822	0.3303841066
823	0.3303077157
824	0.3302585954
825	0.3301766949
826	0.3301282369
827	0.3299791486
828	0.3299584455
829	0.3299259935
830	0.329849926
831	0.3297894623
832	0.3297212847
833	0.3296385395
834	0.3295534161
835	0.3294688665
836	0.3294039125
837	0.3293607373
838	0.3292539204
839	0.3291648409
840	0.3290906179
841	0.3289397887
842	0.3288889334
843	0.3288375982
844	0.3287968046
845	0.3287457837
846	0.3287017401
847	0.3286329348
848	0.3285757784
849	0.328529136
850	0.3284840926
851	0.3284128916
852	0.3283455198
853	0.328306706
854	0.3281974376
855	0.3281675175
856	0.3280967503
857	0.3280619202
858	0.3280045596
859	0.3278717776
860	0.3277500747
861	0.3277274446
862	0.3276556584
863	0.3276085288
864	0.3275530878
865	0.3275092153
866	0.3275022032
867	0.327441517
868	0.3274023133
869	0.3273659044
870	0.3273178708
871	0.3272523586
872	0.327204873
873	0.3271860507
874	0.327162296
875	0.3271181445
876	0.3270047953
877	0.3268864687
878	0.3266971065
879	0.3265822891
880	0.3264962571
881	0.3264662158
882	0.3264248817
883	0.3263451982
884	0.3263130502
885	0.3262153933
886	0.3260919299
887	0.3260252449
888	0.3259901319
889	0.3259511224
890	0.3258473805
891	0.3257326517
892	0.3256106589
893	0.325539967
894	0.3255001533
895	0.3254392472
896	0.3253909946
897	0.3253652501
898	0.3253401454
899	0.3252838314
900	0.3252555337
901	0.3252160597
902	0.3251702752
903	0.32511824
904	0.324987946
905	0.3249487956
906	0.3249188923
907	0.3248683222
908	0.3248046564
909	0.3247835417
910	0.3247144804
911	0.3246837211
912	0.3245560661
913	0.3245068162
914	0.3244475925
915	0.324393916
916	0.3243370408
917	0.3242581765
918	0.3242095807
919	0.3241877695
920	0.3241228063
921	0.3240064919
922	0.3239412526
923	0.323900604
924	0.323852365
925	0.3238170784
926	0.3237892009
927	0.3237179235
928	0.3236343472
929	0.3236080942
930	0.3235615391
931	0.3234619618
932	0.3234328434
933	0.3233885231
934	0.3233631654
935	0.3232698224
936	0.3231665834
937	0.3231110374
938	0.3230706266
939	0.3230337875
940	0.3229952123
941	0.3229375008
942	0.3229041946
943	0.3228174283
944	0.3227292664
945	0.3226789129
946	0.3226577668
947	0.32255295
948	0.3225289367
949	0.3224473834
950	0.3223860767
951	0.3223331457
952	0.3222214118
953	0.3222013986
954	0.3220910907
955	0.3220230987
956	0.3219792103
957	0.3219590305
958	0.3219371056
959	0.3218394096
960	0.3217932313
961	0.3217485828
962	0.3217176951
963	0.3216852003
964	0.3215732013
965	0.3215221817
966	0.3213516584
967	0.3212748218
968	0.3212496331
969	0.3212249804
970	0.3210570927
971	0.3209603312
972	0.3208689006
973	0.3207679974
974	0.3207192832
975	0.3206693813
976	0.3206153562
977	0.3205645709
978	0.3205364119
979	0.3204963502
980	0.3204355271
981	0.320357402
982	0.3202783867
983	0.3202026367
984	0.3201340853
985	0.3200502233
986	0.3200219255
987	0.3199315122
988	0.3198987822
989	0.3198048132
990	0.3197452978
991	0.3196596512
992	0.3195900902
993	0.3195182548
994	0.3194554279
995	0.3193803932
996	0.3192769056
997	0.3192439571
998	0.319206482
999	0.3191872152
757
999	0.3195190215
